"avatar_id","avatar_name","gender","premium","preview_image_url","preview_video_url"
"Abigail_expressive_2024112501","Abigail (Upper Body)","female","False","https://files2.heygen.ai/avatar/v3/1ad51ab9fee24ae88af067206e14a1d8_44250/preview_target.webp","https://files2.heygen.ai/avatar/v3/1ad51ab9fee24ae88af067206e14a1d8_44250/preview_video_target.mp4"
"Abigail_standing_office_front","Abigail Office Front","female","False","https://files2.heygen.ai/avatar/v3/463208b6cad140d2b263535826838e3a_39240/preview_target.webp","https://files2.heygen.ai/avatar/v3/463208b6cad140d2b263535826838e3a_39240/preview_video_target.mp4"
"Abigail_standing_office_side","Abigail Office Side","female","False","https://files2.heygen.ai/avatar/v3/9886d46db7f24260bb219c756ca0d759_39250/preview_target.webp","https://files2.heygen.ai/avatar/v3/9886d46db7f24260bb219c756ca0d759_39250/preview_video_target.mp4"
"Abigail_sitting_sofa_front","Abigail Sofa Front","female","False","https://files2.heygen.ai/avatar/v3/cfdab85e050048d2abc901bf882c89a7_39220/preview_target.webp","https://files2.heygen.ai/avatar/v3/cfdab85e050048d2abc901bf882c89a7_39220/preview_video_target.mp4"
"Abigail_sitting_sofa_side","Abigail Sofa Side","female","False","https://files2.heygen.ai/avatar/v3/e5e2683161894616b4cdf73d4f6ed6ea_39230/preview_target.webp","https://files2.heygen.ai/avatar/v3/e5e2683161894616b4cdf73d4f6ed6ea_39230/preview_video_target.mp4"
"Aditya_public_4","Aditya in Brown blazer","male","False","https://files2.heygen.ai/avatar/v3/17ad4b824e5a47e8b4f61e6a9cd346e7_62180/preview_target.webp","https://files2.heygen.ai/avatar/v3/17ad4b824e5a47e8b4f61e6a9cd346e7_62180/preview_video_target.mp4"
"Aditya_public_1","Aditya in Blue blazer","male","False","https://files2.heygen.ai/avatar/v3/8c30ef92b2334d919e0f754e38c1a1ae_62150/preview_target.webp","https://files2.heygen.ai/avatar/v3/8c30ef92b2334d919e0f754e38c1a1ae_62150/preview_video_target.mp4"
"Aditya_public_5","Aditya in Blue shirt","male","False","https://files2.heygen.ai/avatar/v3/cfcffd36e22045e9b47ea2b95b3f53af_62190/preview_target.webp","https://files2.heygen.ai/avatar/v3/cfcffd36e22045e9b47ea2b95b3f53af_62190/preview_video_target.mp4"
"Aditya_public_2","Aditya in Blue t-shirt","male","False","https://files2.heygen.ai/avatar/v3/6ff8854f65b947718a29941f6d24a4d2_62160/preview_target.webp","https://files2.heygen.ai/avatar/v3/6ff8854f65b947718a29941f6d24a4d2_62160/preview_video_target.mp4"
"Aditya_public_3","Aditya in Beige blazer","male","False","https://files2.heygen.ai/avatar/v3/7fe122f58cc545cab9006ec6753f599b_62170/preview_target.webp","https://files2.heygen.ai/avatar/v3/7fe122f58cc545cab9006ec6753f599b_62170/preview_video_target.mp4"
"Adrian_public_3_20240312","Adrian in Blue Shirt","male","False","https://files2.heygen.ai/avatar/v3/696e5afe51ee4794aa232753fa703fea_14947/preview_talk_2.webp","https://files2.heygen.ai/avatar/v3/696e5afe51ee4794aa232753fa703fea_14947/preview_video_talk_2.mp4"
"Adrian_public_2_20240312","Adrian in Blue Suit","male","False","https://files2.heygen.ai/avatar/v3/25ef6c86b1e946969d9a684870c47dfe_14947/preview_talk_1.webp","https://files2.heygen.ai/avatar/v3/25ef6c86b1e946969d9a684870c47dfe_14947/preview_video_talk_1.mp4"
"Adrian_public_20240312","Adrian in Blue Sweater","male","False","https://files2.heygen.ai/avatar/v3/3e3d8f2231e44f73af86ff2f68b7649a_14947/preview_talk_4.webp","https://files2.heygen.ai/avatar/v3/3e3d8f2231e44f73af86ff2f68b7649a_14947/preview_video_talk_4.mp4"
"Adriana_BizTalk_Front_public","Adriana BizTalk Front","female","False","https://files2.heygen.ai/avatar/v3/c3d1baaebbe84752b7a473373c6cd385_42780/preview_target.webp","https://files2.heygen.ai/avatar/v3/c3d1baaebbe84752b7a473373c6cd385_42780/preview_video_target.mp4"
"Adriana_BizTalk_Side_public","Adriana BizTalk Side","female","False","https://files2.heygen.ai/avatar/v3/5fb6d7ff842944f69d1ba419e15e2d77_42450/preview_talk_2.webp","https://files2.heygen.ai/avatar/v3/5fb6d7ff842944f69d1ba419e15e2d77_42450/preview_video_talk_2.mp4"
"Adriana_Business_Front_2_public","Adriana Business Front 2","female","False","https://files2.heygen.ai/avatar/v3/88dbd2785def417ca7a2b79d4cf40c6d_42780/preview_talk_3.webp","https://files2.heygen.ai/avatar/v3/88dbd2785def417ca7a2b79d4cf40c6d_42780/preview_video_talk_3.mp4"
"Adriana_Business_Front_public","Adriana Business Front ","female","False","https://files2.heygen.ai/avatar/v3/2b68bcf81edc44fabdc9070e62ca1f82_42780/preview_talk_2.webp","https://files2.heygen.ai/avatar/v3/2b68bcf81edc44fabdc9070e62ca1f82_42780/preview_video_talk_2.mp4"
"Adriana_Business_Side_public","Adriana Business Side","female","False","https://files2.heygen.ai/avatar/v3/18f25fd5ce0040a29a954e95165e233a_42770/preview_target.webp","https://files2.heygen.ai/avatar/v3/18f25fd5ce0040a29a954e95165e233a_42770/preview_video_target.mp4"
"Adriana_Nurse_Front_2_public","Adriana Nurse Front 2","female","False","https://files2.heygen.ai/avatar/v3/e3dfd4ec90884caeae05430db04334dd_42440/preview_target.webp","https://files2.heygen.ai/avatar/v3/e3dfd4ec90884caeae05430db04334dd_42440/preview_video_target.mp4"
"Adriana_Nurse_Front_public","Adriana Nurse Front","female","False","https://files2.heygen.ai/avatar/v3/79c13347a41a43059ddbad785a5836d6_47140/preview_target.webp","https://files2.heygen.ai/avatar/v3/79c13347a41a43059ddbad785a5836d6_47140/preview_video_target.mp4"
"Adriana_Nurse_Side_2_public","Adriana Nurse Side 2","female","False","https://files2.heygen.ai/avatar/v3/599c75d72b0545f9908327b491a9ec36_42450/preview_talk_4.webp","https://files2.heygen.ai/avatar/v3/599c75d72b0545f9908327b491a9ec36_42450/preview_video_talk_4.mp4"
"Adriana_Nurse_Side_public","Adriana Nurse Side","female","False","https://files2.heygen.ai/avatar/v3/c6a3c89a0e0f4170be2bdb5e2c3616b3_42450/preview_talk_3.webp","https://files2.heygen.ai/avatar/v3/c6a3c89a0e0f4170be2bdb5e2c3616b3_42450/preview_video_talk_3.mp4"
"Adriana_Nurse_Sitting_Side_public","Adriana Nurse Sitting Side","female","False","https://files2.heygen.ai/avatar/v3/2ffe91c78a70469696ed793bc01a682b_42450/preview_target.webp","https://files2.heygen.ai/avatar/v3/2ffe91c78a70469696ed793bc01a682b_42450/preview_video_target.mp4"
"Adriana_SuitSofa_Front_public","Adriana SuitSofa Front","female","False","https://files2.heygen.ai/avatar/v3/ab83416187164ac386f72e7c7288e70b_42780/preview_talk_1.webp","https://files2.heygen.ai/avatar/v3/ab83416187164ac386f72e7c7288e70b_42780/preview_video_talk_1.mp4"
"Aiko_public","Aiko","female","False","https://files2.heygen.ai/avatar/v3/1cc18796d5e44342b3247c1aa847bc8f_52250/preview_target.webp","https://files2.heygen.ai/avatar/v3/1cc18796d5e44342b3247c1aa847bc8f_52250/preview_video_target.mp4"
"Albert_public_3","Albert in Blue Polo shirt","male","False","https://files2.heygen.ai/avatar/v3/db0a30cd42d640a6b24e693c94c6aac3_62570/preview_target.webp","https://files2.heygen.ai/avatar/v3/db0a30cd42d640a6b24e693c94c6aac3_62570/preview_video_target.mp4"
"Albert_public_2","Albert in Blue blazer","male","False","https://files2.heygen.ai/avatar/v3/1a91286a9fae4e0aa41f93011f783ee2_62560/preview_target.webp","https://files2.heygen.ai/avatar/v3/1a91286a9fae4e0aa41f93011f783ee2_62560/preview_video_target.mp4"
"Albert_public_5","Albert in Blue shirt","male","False","https://files2.heygen.ai/avatar/v3/c86d6ccaf52d43ceb65df4a62f4b45e7_62590/preview_target.webp","https://files2.heygen.ai/avatar/v3/c86d6ccaf52d43ceb65df4a62f4b45e7_62590/preview_video_target.mp4"
"Albert_public_1","Albert in Blue suit","male","False","https://files2.heygen.ai/avatar/v3/57a701a3f0af49e6bda8cf47f1f7c7df_62550/preview_target.webp","https://files2.heygen.ai/avatar/v3/57a701a3f0af49e6bda8cf47f1f7c7df_62550/preview_video_target.mp4"
"Albert_public_4","Albert in Khaki blazer","male","False","https://files2.heygen.ai/avatar/v3/a8730972ac8a473f8d8c6fa309f729df_62580/preview_target.webp","https://files2.heygen.ai/avatar/v3/a8730972ac8a473f8d8c6fa309f729df_62580/preview_video_target.mp4"
"Albert_public_6","Albert in White shirt","male","False","https://files2.heygen.ai/avatar/v3/52252d1fde9d48fa8e295e48500205a4_62600/preview_target.webp","https://files2.heygen.ai/avatar/v3/52252d1fde9d48fa8e295e48500205a4_62600/preview_video_target.mp4"
"Amanda_in_Blue_Shirt_Front","Amanda in Blue Shirt (Front)","female","False","https://files2.heygen.ai/avatar/v3/74982c18df0f43fbbf304133b49b2170_35020/preview_target.webp","https://files2.heygen.ai/avatar/v3/74982c18df0f43fbbf304133b49b2170_35020/preview_video_target.mp4"
"Amanda_in_Blue_Shirt_Left","Amanda in Blue Shirt (Left)","female","False","https://files2.heygen.ai/avatar/v3/df3a17e47a5c4cada4199c4bab4b4cff_35030/preview_target.webp","https://files2.heygen.ai/avatar/v3/df3a17e47a5c4cada4199c4bab4b4cff_35030/preview_video_target.mp4"
"Amanda_in_Blue_Shirt_Right","Amanda in Blue Shirt (Right)","female","False","https://files2.heygen.ai/avatar/v3/912f2e54677a4f29b1dc877d20e3ce49_35040/preview_target.webp","https://files2.heygen.ai/avatar/v3/912f2e54677a4f29b1dc877d20e3ce49_35040/preview_video_target.mp4"
"Amanda_in_Grey_Shirt_Front","Amanda in Grey Shirt (Front)","female","False","https://files2.heygen.ai/avatar/v3/ecd4d2f8ee2b4178929876bb86efa799_35020/preview_talk_1.webp","https://files2.heygen.ai/avatar/v3/ecd4d2f8ee2b4178929876bb86efa799_35020/preview_video_talk_1.mp4"
"Amanda_in_Grey_Shirt_Left","Amanda in Grey Shirt (Left)","female","False","https://files2.heygen.ai/avatar/v3/f6f77b67900e45ffaf5f3fe756ba2bc2_35030/preview_talk_1.webp","https://files2.heygen.ai/avatar/v3/f6f77b67900e45ffaf5f3fe756ba2bc2_35030/preview_video_talk_1.mp4"
"Amanda_in_Grey_Shirt_Right","Amanda in Grey Shirt (Right)","female","False","https://files2.heygen.ai/avatar/v3/93b2b6e3ceb34ca880a8c053ade3293c_35040/preview_talk_1.webp","https://files2.heygen.ai/avatar/v3/93b2b6e3ceb34ca880a8c053ade3293c_35040/preview_video_talk_1.mp4"
"Amanda_Maintenance_Front","Amanda in Maintenance (Front)","female","False","https://files2.heygen.ai/avatar/v3/23807df66d6c4a2d89248ed269ef1a14_35020/preview_talk_2.webp","https://files2.heygen.ai/avatar/v3/23807df66d6c4a2d89248ed269ef1a14_35020/preview_video_talk_2.mp4"
"Amanda_Maintenance_Left","Amanda in Maintenance (Left)","female","False","https://files2.heygen.ai/avatar/v3/7736e274ddb24d08a1168653ea5c11b2_35030/preview_talk_2.webp","https://files2.heygen.ai/avatar/v3/7736e274ddb24d08a1168653ea5c11b2_35030/preview_video_talk_2.mp4"
"Amanda_Maintenance_Right","Amanda in Maintenance (Right)","female","False","https://files2.heygen.ai/avatar/v3/21a54eff27e54a98acd49ad2b33cc657_35040/preview_talk_2.webp","https://files2.heygen.ai/avatar/v3/21a54eff27e54a98acd49ad2b33cc657_35040/preview_video_talk_2.mp4"
"Amelia_sitting_business_training_front","Amelia Business Training Front 2","female","False","https://files2.heygen.ai/avatar/v3/0233ba6aea01411ab07ddafbf97886f2_39260/preview_talk_2.webp","https://files2.heygen.ai/avatar/v3/0233ba6aea01411ab07ddafbf97886f2_39260/preview_video_talk_2.mp4"
"Amelia_standing_business_training_front","Amelia Business Training Front","female","False","https://files2.heygen.ai/avatar/v3/20cf0b98ae164abdb4a814dab98e69ca_39260/preview_talk_3.webp","https://files2.heygen.ai/avatar/v3/20cf0b98ae164abdb4a814dab98e69ca_39260/preview_video_talk_3.mp4"
"Amelia_sitting_business_training_side","Amelia Business Training Side 2","female","False","https://files2.heygen.ai/avatar/v3/af703fd4f280409c87ba7d5376ca8cb3_39270/preview_talk_3.webp","https://files2.heygen.ai/avatar/v3/af703fd4f280409c87ba7d5376ca8cb3_39270/preview_video_talk_3.mp4"
"Amelia_standing_business_training_side","Amelia Business Training Side","female","False","https://files2.heygen.ai/avatar/v3/16741476b7a549288bfefdf05ed8aa5d_39270/preview_talk_4.webp","https://files2.heygen.ai/avatar/v3/16741476b7a549288bfefdf05ed8aa5d_39270/preview_video_talk_4.mp4"
"Amelia_lying_lounge_front","Amelia Lounge Front 2","female","False","https://files2.heygen.ai/avatar/v3/d684929e24d545de9fd98ae031541265_39260/preview_talk_5.webp","https://files2.heygen.ai/avatar/v3/d684929e24d545de9fd98ae031541265_39260/preview_video_talk_5.mp4"
"Amelia_standing_lounge_front","Amelia Lounge Front","female","False","https://files2.heygen.ai/avatar/v3/5e0c02e028214c5d83a8fb6f93d8af8b_39260/preview_talk_4.webp","https://files2.heygen.ai/avatar/v3/5e0c02e028214c5d83a8fb6f93d8af8b_39260/preview_video_talk_4.mp4"
"Amelia_lying_lounge_side","Amelia Lounge Side 2","female","False","https://files2.heygen.ai/avatar/v3/373b306eb011498f86f1b02803baf9d9_39280/preview_target.webp","https://files2.heygen.ai/avatar/v3/373b306eb011498f86f1b02803baf9d9_39280/preview_video_target.mp4"
"Amelia_standing_lounge_side","Amelia Lounge Side","female","False","https://files2.heygen.ai/avatar/v3/a3a8835d393646f3af4154c470440004_39270/preview_target.webp","https://files2.heygen.ai/avatar/v3/a3a8835d393646f3af4154c470440004_39270/preview_video_target.mp4"
"Amelia_sitting_yoga_front","Amelia Yoga Front 2","female","False","https://files2.heygen.ai/avatar/v3/dea59fe8a4d34fb9a28bb24b30424fd3_39260/preview_talk_1.webp","https://files2.heygen.ai/avatar/v3/dea59fe8a4d34fb9a28bb24b30424fd3_39260/preview_video_talk_1.mp4"
"Amelia_standing_yoga_front","Amelia Yoga Front","female","False","https://files2.heygen.ai/avatar/v3/1f58c0f60faa4cb5bf6c465615e3fb18_39260/preview_target.webp","https://files2.heygen.ai/avatar/v3/1f58c0f60faa4cb5bf6c465615e3fb18_39260/preview_video_target.mp4"
"Amelia_sitting_yoga_side","Amelia Yoga Side 2","female","False","https://files2.heygen.ai/avatar/v3/2f6cd925494e4bafa15aec123bda28f0_39270/preview_talk_2.webp","https://files2.heygen.ai/avatar/v3/2f6cd925494e4bafa15aec123bda28f0_39270/preview_video_talk_2.mp4"
"Amelia_standing_yoga_side","Amelia Yoga Side","female","False","https://files2.heygen.ai/avatar/v3/b047b9088c09438a997a62ba0f06750e_39270/preview_talk_1.webp","https://files2.heygen.ai/avatar/v3/b047b9088c09438a997a62ba0f06750e_39270/preview_video_talk_1.mp4"
"Andrew_public_pro1_20230614","Alex in Black Suit","male","False","https://files2.heygen.ai/avatar/v3/ed0577c3046545018aade5e35fc6e491_2750/preview_target.webp","https://files2.heygen.ai/avatar/v3/ed0577c3046545018aade5e35fc6e491_2750/preview_video_target.mp4"
"Andrew_public_pro3_20230614","Alex in Jacket","male","False","https://files2.heygen.ai/avatar/v3/ed0577c3046545018aade5e35fc6e491_2750/preview_talk_2.webp","https://files2.heygen.ai/avatar/v3/ed0577c3046545018aade5e35fc6e491_2750/preview_video_talk_2.mp4"
"Andrew_public_pro2_20230614","Alex in White Coat","male","False","https://files2.heygen.ai/avatar/v3/f5f78b56b91d4117b3902fe168257530_2724/preview_target.webp","https://files2.heygen.ai/avatar/v3/f5f78b56b91d4117b3902fe168257530_2724/preview_video_target.mp4"
"Andrew_public_pro4_20230614","Alex in Yellow Sweater","male","False","https://files2.heygen.ai/avatar/v3/7cd8a8ebd400418a97274f159f27b531_2745/preview_talk_1.webp","https://files2.heygen.ai/avatar/v3/7cd8a8ebd400418a97274f159f27b531_2745/preview_video_talk_1.mp4"
"Anja_standing_office_front","Anja Office Front","female","False","https://files2.heygen.ai/avatar/v3/f66130157ead439eb05bcf63b0469163_37110/preview_target.webp","https://files2.heygen.ai/avatar/v3/f66130157ead439eb05bcf63b0469163_37110/preview_video_target.mp4"
"Anja_standing_office_side","Anja Office Side ","female","False","https://files2.heygen.ai/avatar/v3/1b9dc9ae77684964b226b74075a59e22_37170/preview_target.webp","https://files2.heygen.ai/avatar/v3/1b9dc9ae77684964b226b74075a59e22_37170/preview_video_target.mp4"
"Anja_sitting_sofa_front","Anja Sofa Front","female","False","https://files2.heygen.ai/avatar/v3/00de8c52f5884155997a643d9732e669_37110/preview_talk_3.webp","https://files2.heygen.ai/avatar/v3/00de8c52f5884155997a643d9732e669_37110/preview_video_talk_3.mp4"
"Anja_sitting_sofa_side","Anja Sofa Side ","female","False","https://files2.heygen.ai/avatar/v3/347c5bbf9a1e40bc8fc76fe89887f1b5_37180/preview_talk_1.webp","https://files2.heygen.ai/avatar/v3/347c5bbf9a1e40bc8fc76fe89887f1b5_37180/preview_video_talk_1.mp4"
"Ann_Business_Front_public","Ann Business Front","female","False","https://files2.heygen.ai/avatar/v3/51161fccd84d4c71b686cfe67c34f1b6_48010/preview_target.webp","https://files2.heygen.ai/avatar/v3/51161fccd84d4c71b686cfe67c34f1b6_48010/preview_video_target.mp4"
"Ann_Business_Sitting_public","Ann Business Sitting","female","False","https://files2.heygen.ai/avatar/v3/5ebc357fa7934d258d605a2237ccd9f6_48000/preview_target.webp","https://files2.heygen.ai/avatar/v3/5ebc357fa7934d258d605a2237ccd9f6_48000/preview_video_target.mp4"
"Ann_Casual_Front_public","Ann Casual Front","female","False","https://files2.heygen.ai/avatar/v3/c664108fcc4a48bc985fa77dc995e623_48040/preview_target.webp","https://files2.heygen.ai/avatar/v3/c664108fcc4a48bc985fa77dc995e623_48040/preview_video_target.mp4"
"Ann_Casual_Lying_public","Ann Casual Lying","female","False","https://files2.heygen.ai/avatar/v3/d9bbc52a62994d8ea2f04c6d287b28bb_48050/preview_target.webp","https://files2.heygen.ai/avatar/v3/d9bbc52a62994d8ea2f04c6d287b28bb_48050/preview_video_target.mp4"
"Ann_Casual_Sitting_2_public","Ann Casual Sitting 2","female","False","https://files2.heygen.ai/avatar/v3/d05c5212e1014846a53b7cea76bc3c9c_48030/preview_target.webp","https://files2.heygen.ai/avatar/v3/d05c5212e1014846a53b7cea76bc3c9c_48030/preview_video_target.mp4"
"Ann_Casual_Sitting_public","Ann Casual Sitting","female","False","https://files2.heygen.ai/avatar/v3/88734c28f9d040b08e129b876aedc981_48020/preview_target.webp","https://files2.heygen.ai/avatar/v3/88734c28f9d040b08e129b876aedc981_48020/preview_video_target.mp4"
"Ann_Doctor_Sitting_public","Ann Doctor Sitting","female","False","https://files2.heygen.ai/avatar/v3/26de369b2d4443e586dedf27af1e0c1d_45570/preview_talk_1.webp","https://files2.heygen.ai/avatar/v3/26de369b2d4443e586dedf27af1e0c1d_45570/preview_video_talk_1.mp4"
"Ann_Doctor_Standing2_public","Ann Doctor Standing","female","False","https://files2.heygen.ai/avatar/v3/699a4c2995914d39b2cb311a930d7720_45570/preview_talk_3.webp","https://files2.heygen.ai/avatar/v3/699a4c2995914d39b2cb311a930d7720_45570/preview_video_talk_3.mp4"
"Ann_Sweater_Front_public","Ann Sweater Front","female","False","https://files2.heygen.ai/avatar/v3/abe1d571bfc94dc9bc2ef44ea3a2ce0e_47980/preview_target.webp","https://files2.heygen.ai/avatar/v3/abe1d571bfc94dc9bc2ef44ea3a2ce0e_47980/preview_video_target.mp4"
"Ann_Sweater_Side_public","Ann Sweater Side","female","False","https://files2.heygen.ai/avatar/v3/e3b375f65c8f4f5c8ce695c3ed49e4d5_48810/preview_talk_3.webp","https://files2.heygen.ai/avatar/v3/e3b375f65c8f4f5c8ce695c3ed49e4d5_48810/preview_video_talk_3.mp4"
"Ann_Therapist_public","Ann Therapist","female","False","https://files2.heygen.ai/avatar/v3/75e0a87b7fd94f0981ff398b593dd47f_45570/preview_talk_4.webp","https://files2.heygen.ai/avatar/v3/75e0a87b7fd94f0981ff398b593dd47f_45570/preview_video_talk_4.mp4"
"Anna_public_20240108","Anna in White T-shirt","female","False","https://files2.heygen.ai/avatar/v3/3c427d8c81414355b04c2b25a1e7873a_13216/preview_target.webp","https://files2.heygen.ai/avatar/v3/3c427d8c81414355b04c2b25a1e7873a_13216/preview_video_target.mp4"
"Anna_public_2_20240108","Anna in Turtleneck T-shirt","female","False","https://files2.heygen.ai/avatar/v3/3c427d8c81414355b04c2b25a1e7873a_13216/preview_talk_4.webp","https://files2.heygen.ai/avatar/v3/3c427d8c81414355b04c2b25a1e7873a_13216/preview_video_talk_4.mp4"
"Anna_public_3_20240108","Anna in Brown T-shirt","female","False","https://files2.heygen.ai/avatar/v3/3c427d8c81414355b04c2b25a1e7873a_13216/preview_talk_3.webp","https://files2.heygen.ai/avatar/v3/3c427d8c81414355b04c2b25a1e7873a_13216/preview_video_talk_3.mp4"
"Annelise_public_2","Annelise in Dark blue dress","female","False","https://files2.heygen.ai/avatar/v3/89af02fefefc4699bae12331bd047373_58430/preview_target.webp","https://files2.heygen.ai/avatar/v3/89af02fefefc4699bae12331bd047373_58430/preview_video_target.mp4"
"Annelise_public_3","Annelise in Off white dress","female","False","https://files2.heygen.ai/avatar/v3/8ce8a7654c3f4ef2a0cbad698e788c2f_58440/preview_target.webp","https://files2.heygen.ai/avatar/v3/8ce8a7654c3f4ef2a0cbad698e788c2f_58440/preview_video_target.mp4"
"Annelise_public_4","Annelise in Sky blue dress","female","False","https://files2.heygen.ai/avatar/v3/0e28ac1cc8834328be306d26938151f3_58450/preview_target.webp","https://files2.heygen.ai/avatar/v3/0e28ac1cc8834328be306d26938151f3_58450/preview_video_target.mp4"
"Annelise_public_1","Annelise in White dress","female","False","https://files2.heygen.ai/avatar/v3/7ddf9cbedfe34f728d11f916431ddf74_58400/preview_target.webp","https://files2.heygen.ai/avatar/v3/7ddf9cbedfe34f728d11f916431ddf74_58400/preview_video_target.mp4"
"Annelore_public_2","Annelore in Blue dress","female","False","https://files2.heygen.ai/avatar/v3/c1d815d3f43246b9bd78f20bd06ba61c_60700/preview_target.webp","https://files2.heygen.ai/avatar/v3/c1d815d3f43246b9bd78f20bd06ba61c_60700/preview_video_target.mp4"
"Annelore_public_5","Annelore in Red blazer","female","False","https://files2.heygen.ai/avatar/v3/6bce7f8e749f4b3b81387c763fa934cc_60660/preview_target.webp","https://files2.heygen.ai/avatar/v3/6bce7f8e749f4b3b81387c763fa934cc_60660/preview_video_target.mp4"
"Annelore_public_3","Annelore in Red sweater","female","False","https://files2.heygen.ai/avatar/v3/6ffd133e29f5414a9b3154e300e2eb01_60680/preview_target.webp","https://files2.heygen.ai/avatar/v3/6ffd133e29f5414a9b3154e300e2eb01_60680/preview_video_target.mp4"
"Annelore_public_1","Annelore in White shirt","female","False","https://files2.heygen.ai/avatar/v3/3711fd79eaa545e1be3b3eeabcad3078_60720/preview_target.webp","https://files2.heygen.ai/avatar/v3/3711fd79eaa545e1be3b3eeabcad3078_60720/preview_video_target.mp4"
"Annie_expressive10_public","Annie in Grey Jacket","female","False","https://files2.heygen.ai/avatar/v3/b76b3d8f146c4a0ab7b2b865d87eb801_55500/preview_target.webp","https://files2.heygen.ai/avatar/v3/b76b3d8f146c4a0ab7b2b865d87eb801_55500/preview_video_target.mp4"
"Annie_expressive11_public","Annie in White Shirt","female","False","https://files2.heygen.ai/avatar/v3/561ec5deb3f74a27b6b12fd8a6a2f76e_56970/preview_target.webp","https://files2.heygen.ai/avatar/v3/561ec5deb3f74a27b6b12fd8a6a2f76e_56970/preview_video_target.mp4"
"Annie_expressive12_public","Annie in Tan Jacket","female","False","https://files2.heygen.ai/avatar/v3/262658a5bb3346e38b68c623019fd5b2_55470/preview_target.webp","https://files2.heygen.ai/avatar/v3/262658a5bb3346e38b68c623019fd5b2_55470/preview_video_target.mp4"
"Annie_expressive2_public","Annie in Blue Casual","female","False","https://files2.heygen.ai/avatar/v3/35a188d174c446859764803cd63d7332_55540/preview_target.webp","https://files2.heygen.ai/avatar/v3/35a188d174c446859764803cd63d7332_55540/preview_video_target.mp4"
"Annie_expressive3_public","Annie in Light Blue","female","False","https://files2.heygen.ai/avatar/v3/2f27d7394d1546ceb091516e188b869f_55510/preview_target.webp","https://files2.heygen.ai/avatar/v3/2f27d7394d1546ceb091516e188b869f_55510/preview_video_target.mp4"
"Annie_expressive4_public","Annie in Brown Shirt","female","False","https://files2.heygen.ai/avatar/v3/823b3e996c4b4244957f4d4326f74b35_53400/preview_target.webp","https://files2.heygen.ai/avatar/v3/823b3e996c4b4244957f4d4326f74b35_53400/preview_video_target.mp4"
"Annie_expressive5_public","Annie in Black Shirt","female","False","https://files2.heygen.ai/avatar/v3/f4b1d27d912f405a8abb2ace86cb67d6_56130/preview_target.webp","https://files2.heygen.ai/avatar/v3/f4b1d27d912f405a8abb2ace86cb67d6_56130/preview_video_target.mp4"
"Annie_expressive6_public","Annie in Pink Suit","female","False","https://files2.heygen.ai/avatar/v3/a643fb413d7e460ea257d0f4c15d0179_56150/preview_target.webp","https://files2.heygen.ai/avatar/v3/a643fb413d7e460ea257d0f4c15d0179_56150/preview_video_target.mp4"
"Annie_expressive7_public","Annie in Grey Dress","female","False","https://files2.heygen.ai/avatar/v3/5b476f692d1c488bab6c7aed3ef00823_54010/preview_target.webp","https://files2.heygen.ai/avatar/v3/5b476f692d1c488bab6c7aed3ef00823_54010/preview_video_target.mp4"
"Annie_expressive8_public","Annie in Blue Vest","female","False","https://files2.heygen.ai/avatar/v3/5d8649146ffe4644858c56b3c63be17a_55490/preview_target.webp","https://files2.heygen.ai/avatar/v3/5d8649146ffe4644858c56b3c63be17a_55490/preview_video_target.mp4"
"Annie_expressive9_public","Annie in Black V-neck Shirt","female","False","https://files2.heygen.ai/avatar/v3/2ff430195ff74d8ba32d629246898304_56120/preview_target.webp","https://files2.heygen.ai/avatar/v3/2ff430195ff74d8ba32d629246898304_56120/preview_video_target.mp4"
"Annie_expressive_public","Annie in Blue Suit","female","False","https://files2.heygen.ai/avatar/v3/5d5a9a07c612460d882861e0e8931564_54040/preview_target.webp","https://files2.heygen.ai/avatar/v3/5d5a9a07c612460d882861e0e8931564_54040/preview_video_target.mp4"
"Annie_Bar_Sitting_Front_public","Annie Bar Sitting Front","female","False","https://files2.heygen.ai/avatar/v3/7b244fd523ba4135b6a2a8ecaf19b510_56090/preview_target.webp","https://files2.heygen.ai/avatar/v3/7b244fd523ba4135b6a2a8ecaf19b510_56090/preview_video_target.mp4"
"Annie_Bar_Sitting_Side_public","Annie Bar Sitting Side","female","False","https://files2.heygen.ai/avatar/v3/b724e937b6af472689a91de64233a66b_56100/preview_target.webp","https://files2.heygen.ai/avatar/v3/b724e937b6af472689a91de64233a66b_56100/preview_video_target.mp4"
"Annie_Bar_Standing_Front_2_public","Annie Bar Standing Front 2","female","False","https://files2.heygen.ai/avatar/v3/6eeb8d4212d84bfdb968d00aba9960b2_56090/preview_talk_2.webp","https://files2.heygen.ai/avatar/v3/6eeb8d4212d84bfdb968d00aba9960b2_56090/preview_video_talk_2.mp4"
"Annie_Bar_Standing_Front_3_public","Annie Bar Standing Front 3","female","False","https://files2.heygen.ai/avatar/v3/56ecee33b1d144bbb4efa65f68dcbb03_56110/preview_target.webp","https://files2.heygen.ai/avatar/v3/56ecee33b1d144bbb4efa65f68dcbb03_56110/preview_video_target.mp4"
"Annie_Bar_Standing_Front_public","Annie Bar Standing Front","female","False","https://files2.heygen.ai/avatar/v3/d0a38df14afa46d8b25f7745331cdb89_56090/preview_talk_1.webp","https://files2.heygen.ai/avatar/v3/d0a38df14afa46d8b25f7745331cdb89_56090/preview_video_talk_1.mp4"
